Company,Industry,Company Description,Confidence,Method,Source URL,Enriched At
University of Chicago,academia,"One of the world’s great intellectual destinations, the University of Chicago empowers scholars and students to ask tough questions, cross disciplinary boundaries, and challenge conventional thinking to enrich human life around the globe.",high,brightdata_company_cache,https://www.linkedin.com/in/emily-shi-728388219,2026-06-13T09:10:31Z
"University of Cincinnati - College of Education, Criminal Justice, and Human Services",academia,"The College of Education, Criminal Justice, Human Services and Information Technology at the University of Cincinnati prepares dedicated individuals who are devoted to helping others, whether through public service or within organizations.",high,brightdata_company_cache,https://www.linkedin.com/in/mary-wurtz,2026-06-13T09:10:31Z
University of Delaware,academia,"The University of Delaware - a state assisted, privately chartered institution - is a Land Grant, Sea Grant, Space Grant and Carnegie Research University (very high research activity).",high,brightdata_company_cache,https://www.linkedin.com/in/mdpete,2026-06-13T09:10:31Z
University of Florida College of Medicine,academia,"The University of Florida College of Medicine, the largest of six colleges within the University of Florida Health Science Center, opened in 1956 with a mission to increase Florida’s supply of highly qualified physicians, provide advanced health-care.",high,brightdata_company_cache,https://www.linkedin.com/in/adayasturkey,2026-06-13T09:10:31Z
University of Illinois Urbana-Champaign,academia,"The University of Illinois Urbana-Champaign is dedicated to building upon its tradition of excellence in education, research, public engagement and economic development.",high,brightdata_company_cache,https://www.linkedin.com/in/mayurisingh58,2026-06-13T09:10:31Z
University of Melbourne,academia,"As Australia's leading university, our distinctive Melbourne experience helps graduates become well-rounded, thoughtful and skilled professionals – making a positive impact across the globe.",high,brightdata_company_cache,https://www.linkedin.com/in/louis-devine-88a5b626b,2026-06-13T09:10:31Z
University of Oxford,academia,"Ranked number one in the world in the 2025 Times Higher Education World Rankings, we are at the forefront of the full range of academic disciplines, including medical sciences; mathematical, physical and life sciences; humanities; and social sciences.",high,brightdata_company_cache,https://www.linkedin.com/in/joleen-jo-teo-803105193,2026-06-13T09:10:31Z
University of Toronto - Department of Political Science,academia,The Department of Political Science at the University of Toronto ranks among the world’s best.,high,brightdata_company_cache,https://www.linkedin.com/in/khalil-al-wazir-19baa41a2,2026-06-13T09:10:31Z
University of Warwick,academia,We’re a world-leading university with the highest academic and research standards.,high,brightdata_company_cache,https://www.linkedin.com/in/kofi-gunu,2026-06-13T09:10:31Z
Unwritten,tech,The all-in-one platform for climate risk. For Private Market Investors: Reduce time spent on climate risk assessment from weeks to hours.,high,brightdata_company_cache,https://www.linkedin.com/in/amos-wittenberg-88838b40,2026-06-13T09:10:31Z
Upfront Ventures,finance,Upfront Ventures is proud to be an early investor and long-term partner to tech founders and startups.,high,brightdata_company_cache,https://www.linkedin.com/in/alex-marley,2026-06-13T09:10:31Z
Uphold,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/alexleereid,2026-06-13T09:10:31Z
Upside Robotics,other,Upside Robotics specializes in the development and deployment of autonomous small robots tailored for agricultural applications.,high,brightdata_company_cache,https://www.linkedin.com/in/janatian,2026-06-13T09:10:31Z
Utopía del Sur,nonprofit,"Somos un ecosistema que crea, impulsa y desarrolla reservas de cultura y naturaleza en sudamérica, inspirando modos más armónicos de habitar el planeta.",high,brightdata_company_cache,https://www.linkedin.com/in/azul-pereda-8151b41b0,2026-06-13T09:10:31Z
Vanderbilt University,academia,Vanderbilt University is a academia organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/rui-huang-58b60524a,2026-06-13T09:10:31Z
Vanguard,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/mariafestrada,2026-06-13T09:10:31Z
Vela Software,tech,"Vela acquires, manages, and builds mission-critical vertical market software businesses that are located throughout the world.",high,brightdata_company_cache,https://www.linkedin.com/in/david-marrello-879a1a70,2026-06-13T09:10:31Z
VerEstate Title,finance,Overview: VerEstate Title is a digital-first title insurance company on a mission to modernize one of the most outdated—and overpriced—parts of the homebuying process.,high,brightdata_company_cache,https://www.linkedin.com/in/camden-dempsey,2026-06-13T09:10:31Z
Verdantix,tech,"Verdantix is an independent research and advisory firm that serves a global client base consisting of the world’s most innovative corporations, technology and services vendors, and investors.",high,brightdata_company_cache,https://www.linkedin.com/in/rossjaggers,2026-06-13T09:10:31Z
Vertical Semiconductor,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/cynthia-liao-61180856,2026-06-13T09:10:31Z
"Victorian Department of Families, Fairness & Housing",consumer,"The Department of Families, Fairness and Housing delivers policies, programs and services that support Victorians and help them thrive.",high,brightdata_company_cache,https://www.linkedin.com/in/bridget-barker-3052a08a,2026-06-13T09:10:31Z
Victorian Department of Health,government,"Read our community guidelines before posting: https://go.vic.gov.au/3VCDpdg The Victorian Department of Health develops and delivers policies, programs and services that support and enhance the health and wellbeing of all Victorians.",high,brightdata_company_cache,https://www.linkedin.com/in/jafflychen,2026-06-13T09:10:31Z
"Vida Ventures, LLC",finance,"Vida Ventures is a next-generation life sciences investment firm founded in 2017 by a group of scientists, physicians, entrepreneurs and investors passionate about building and funding breakthroughs in biomedicine.",high,brightdata_company_cache,https://www.linkedin.com/in/nikhil-k-jain,2026-06-13T09:10:31Z
Villanova University Charles Widger School of Law,academia,"Villanova University Charles Widger School of Law, founded in 1953, is focused on preparing our students for success in an increasingly competitive legal market.",high,brightdata_company_cache,https://www.linkedin.com/in/preston-jordan-lim-58059284,2026-06-13T09:10:31Z
Virginia Economic Development Partnership,government,"The Virginia Economic Development Partnership (VEDP), a state authority created by the Virginia General Assembly to better serve existing and new companies, to expand, locate, or increase trade opportunities, by providing confidential site selection.",high,brightdata_company_cache,https://www.linkedin.com/in/altoncostoniii,2026-06-13T09:10:31Z
Virtual International School,academia,"Virtual International School is a first multinational online school, enabling students aged 5 to 18 to get high quality international education wherever they may be.",high,brightdata_company_cache,https://www.linkedin.com/in/uliana-bazavluk-4b2821204,2026-06-13T09:10:31Z
Virtual Mind Holding Company,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/wai-kai-richard-wong-416012164,2026-06-13T09:10:31Z
Visa,consulting,"Visa (NYSE: V) is a world leader in digital payments, facilitating transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories.",high,brightdata_company_cache,https://www.linkedin.com/in/evan-siu,2026-06-13T09:10:31Z
Vow,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/neel-reddy-%e9%9b%b7%e6%85%95%e8%bf%9c-1602b6108,2026-06-13T09:10:31Z
Vriens & Partners,government,"Vriens & Partners is Southeast Asia’s leading government affairs consultancy, with over 115 staff and 50 advisors across 9 offices in capitals around the region and in Washington D.C. We deliver nuanced and effective government affairs strategies built on.",high,brightdata_company_cache,https://www.linkedin.com/in/jira-trinetkamol,2026-06-13T09:10:31Z
WHO Regional Office for Europe,tech,"WHO/Europe exists to safeguard, promote and advocate for the health and well-being of nearly one billion people in the European Region, which comprises 53 countries, covering a vast geographical region from the Atlantic to the Pacific oceans.",high,brightdata_company_cache,https://www.linkedin.com/in/imblom,2026-06-13T09:10:31Z
WHOOP,other,"Solving problems that sit at a unique intersection of hardware, tech, health, fitness and design.",high,brightdata_company_cache,https://www.linkedin.com/in/jonathan-jeffrey,2026-06-13T09:10:31Z
WTFund,other,,low,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/harnidhk,2026-06-13T09:10:31Z
"Wachtell, Lipton, Rosen & Katz",law,Wachtell Lipton was founded on a handshake in 1965 as a small group of lawyers dedicated to providing advice and expertise at the highest levels.,high,brightdata_company_cache,https://www.linkedin.com/in/lakshmi-prakash-670882118,2026-06-13T09:10:31Z
Watershed,other,,medium,needs_web_or_llm_research;needs_web_or_llm_research,https://www.linkedin.com/in/ilenee,2026-06-13T09:10:31Z
We Care Act,nonprofit,We Care Act is a 501(c)(3) nonprofit dedicated to engaging youth in community service.,high,brightdata_company_cache,https://www.linkedin.com/in/sharon-li-482970b8,2026-06-13T09:10:31Z
"Weil, Gotshal & Manges LLP",law,"Weil, Gotshal & Manges LLP is a law organization.",high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/teddy-cohan-5b4828110,2026-06-13T09:10:31Z
Weill Cornell Medicine,healthcare,"Weill Cornell Medicine is committed to excellence in patient care, scientific discovery and the education of future physicians and scientists in New York City and around the world.",high,brightdata_company_cache,https://www.linkedin.com/in/melissa-li-654a45bb,2026-06-13T09:10:31Z
Wesleyan Student Assembly,academia,"The Wesleyan Student Assembly (WSA) aims to empower student voices on campus to enact meaningful, impactful, and lasting change.",high,brightdata_company_cache,https://www.linkedin.com/in/anna-nguyen-mna,2026-06-13T09:10:31Z
WestExec Advisors,tech,WestExec Advisors brings the Situation Room to the Board Room. Our strategic advisory firm offers unique geopolitical expertise to help business leaders make the best decisions in a complex and volatile global environment.,high,brightdata_company_cache,https://www.linkedin.com/in/talfeldman,2026-06-13T09:10:31Z
White & Case LLP,law,White & Case is a global law firm with longstanding offices in the markets that matter today.,high,brightdata_company_cache,https://www.linkedin.com/in/isabel-ayala-256854174,2026-06-13T09:10:31Z
White House Office of Science and Technology Policy,government,White House Office of Science and Technology Policy is classified as Government / Policy (Government / diplomacy / public policy) from company-name evidence.,high,brightdata_company_cache,https://www.linkedin.com/in/sihao-huang1,2026-06-13T09:10:31Z
Whiteshield,government,"Whiteshield is a public policy and AI economics firm. We advise Fortune 500 companies, governments and international organisations on their strategic priorities, options and delivery requirements.",high,brightdata_company_cache,https://www.linkedin.com/in/valentin-josan-1a2a791a6,2026-06-13T09:10:31Z
Whittle School & Studios,academia,Whittle School & Studios is a academia organization.,high,heuristic_company_name_v1;heuristic_template_v1,https://www.linkedin.com/in/rosexinronglu,2026-06-13T09:10:31Z
Wild West Access Fund of Nevada,tech,"Up until June of 2021, according to the National Network of Abortion Funds (NNAF), Nevada was just one of five states without an established abortion fund.",high,brightdata_company_cache,https://www.linkedin.com/in/carla-ramazan-488999155,2026-06-13T09:10:31Z
